id,Tenancy__r:Contract:PMS_Reference__c,ownerid,accountid,recordtypeid,unit__c,status,startdate,tenancy_end_date__c,agreement_type__c,document_type__c,memorandum_of_agreement_date__c,actual_move_out_date__c,uplift_percentage__c,security_deposit_amount__c,break_clause__c,special_clauses__c,special_clause_free_text__c,vehicle_make__c,vehicle_model__c,vehicle_registration__c,opportunity__c,pms_reference__c
800Nz00000E8HrmIAF,222630171004,0058d0000034SvqAAE,001Nz00000AtYkuIAF,012Pv0000027CJSIA2,a1G4J0000025zJJUAY,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,1295,No Break,,,,,,006Nz00000AdJWXIA3,222630171004
800Nz00000E8KBcIAN,222580017005,0058d0000020feeAAA,001Nz00000CXBaUIAX,012Pv0000027CJSIA2,a1G4J0000025xI9UAI,Activated,2024-06-27,2025-06-26,AST,AST,,,4.00,1330,No Break,,,,,,006Nz00000CFwUbIAL,222580017005
800Nz00000E8P2xIAF,222748068001,0054J000004vXOqQAM,001Nz000007y4ZNIAY,012Pv0000027CJSIA2,a1GNz0000000bh8MAA,Activated,2024-06-18,2025-06-17,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000ClxSOIAZ,222748068001
800Nz00000E8TkjIAF,222788154001,0058d0000020feeAAA,001Nz00000CWIniIAH,012Pv0000027CJSIA2,a1GNz0000019DWyMAM,Activated,2024-07-25,2025-07-24,AST,AST,,,4.00,1900,No Break,,,,,,006Nz00000CF0vKIAT,222788154001
800Nz00000E8WKWIA3,222758188001,0054J000005JWtDQAW,001Nz00000C6qLBIAZ,012Pv0000027CJSIA2,a1GNz00000018LJMAY,Activated,2024-07-24,2025-07-23,AST,AST,,,4.00,1365,No Break,,,,,,006Nz00000Bpya5IAB,222758188001
800Nz00000EAyuLIAT,222677088004,0058d0000034SvqAAE,001Nz00000CW2B5IAL,012Pv0000027CJSIA2,a1G8d0000004DJgEAM,Activated,2024-07-01,2025-06-30,AST,AST,,,4.00,1040,No Break,,,,,,006Nz00000CEyn0IAD,222677088004
800Nz00000EBWeAIAX,222579038004,0058d0000020feeAAA,001Nz00000CiVZ4IAN,012Pv0000027CJSIA2,a1G4J0000025z4cUAA,Activated,2024-08-16,2025-08-15,AST,AST,,,4.00,1125,No Break,,,,,,006Nz00000CRKAIIA5,222579038004
800Nz00000EBpIWIA1,222749231001,0054J000004vXOqQAM,001Nz00000CyeDOIAZ,012Pv0000027CJSIA2,a1GNz0000000cWnMAI,Activated,2024-08-01,2025-07-31,Occupation Contract,Occupation Contract,,,4.00,1750,No Break,,,,,,006Nz00000ChiDNIAZ,222749231001
800Nz00000ECB9gIAH,222788146001,0058d0000020feeAAA,001Nz00000BUYE4IAP,012Pv0000027CJSIA2,a1GNz0000019IRlMAM,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1610,No Break,,,,,,006Nz00000BEGUnIAP,222788146001
800Nz00000ECd43IAD,222792193001,0054J000005JWtDQAW,001Nz00000CMrtBIAT,012Pv0000027CJSIA2,a1GNz000001HRcjMAG,Draft,2024-06-27,2025-06-26,AST,AST,,,0.00,1530,No Break,,,,,,006Nz00000C66dJIAR,222792193001
800Nz00000EF9mBIAT,222581068006,0058d0000020feeAAA,001Nz00000CfAsXIAV,012Pv0000027CJSIA2,a1G4J0000025xyKUAQ,Draft,2024-07-12,2025-07-11,AST,AST,,,4.00,1360,No Break,,,,,,006Nz00000COA5lIAH,222581068006
800Nz00000EFRuHIAX,222753083001,0054J000004vXOaQAM,001Nz00000CGXkNIAX,012Pv0000027CJSIA2,a1GNz0000000yAgMAI,Activated,2024-06-20,2025-06-19,AST,AST,,,4.00,960,No Break,,,,,,006Nz00000BzbJ4IAJ,222753083001
800Nz00000EFUfKIAX,222788178001,0058d0000020feeAAA,001Nz00000C5ZkbIAF,012Pv0000027CJSIA2,a1GNz0000019IpxMAE,Activated,2024-07-10,2025-07-09,AST,AST,,,4.00,1565,No Break,,,,,,006Nz00000BoqBZIAZ,222788178001
800Nz00000EFbjzIAD,222579143008,0058d0000020feeAAA,001Nz00000C3hRNIAZ,012Pv0000027CJSIA2,a1G4J0000025z6pUAA,Activated,2024-06-28,2025-06-27,AST,AST,,,4.00,1360,No Break,,,,,,006Nz00000BzQyeIAF,222579143008
800Nz00000EFxMHIA1,222578122007,0058d0000020feeAAA,001Nz00000CfwAoIAJ,012Pv0000027CJSIA2,a1G4J0000025z0fUAA,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,1360,No Break,,,,,,006Nz00000COpgnIAD,222578122007
800Nz00000EGBFeIAP,222487053004,0054J000004vXOaQAM,001Nz00000CvktlIAB,012Pv0000027CJSIA2,a1G4J0000025xpIUAQ,Activated,2024-07-22,2025-07-21,AST,AST,,,4.00,840,No Break,,,,,,006Nz00000CePorIAF,222487053004
800Nz00000EGEqEIAX,222683072002,0058d0000034SvqAAE,001Nz000009cEGMIA2,012Pv0000027CJSIA2,a1G8d0000004XgTEAU,Activated,2024-06-21,2026-06-20,AST,AST,,,4.00,1300,2 at 10 to expire at 12,,,,,,006Nz000009MBK3IAO,222683072002
800Nz00000EGJraIAH,222683072002,0058d0000034SvqAAE,001Nz000009cEGMIA2,012Pv0000027CJSIA2,a1G8d0000004XgTEAU,Draft,2024-06-21,2026-06-20,AST,,,,4.00,1300,2 at 10 to expire at 12,,,,,,006Nz000009MBK3IAO,222683072002
800Nz00000EGZGHIA5,222648077004,0054J000004vXOaQAM,001Nz00000CsoybIAB,012Pv0000027CJSIA2,a1G4J0000025ydTUAQ,Activated,2024-06-28,2025-06-27,AST,AST,,,4.00,995,No Break,,,,,,006Nz00000CbSuUIAV,222648077004
800Nz00000EIu3pIAD,222758258001,0054J000004vXOqQAM,001Nz00000BGXjIIAX,012Pv0000027CJSIA2,a1GNz00000016eUMAQ,Activated,2024-07-27,2026-07-26,AST,AST,,,4.00,1405,2 at 10 to expire at 12,,,,,,006Nz00000B00t7IAB,222758258001
800Nz00000EJ35PIAT,222753105001,0054J000004vXOaQAM,001Nz00000CGQNtIAP,012Pv0000027CJSIA2,a1GNz0000000wCAMAY,Activated,2024-07-01,2025-06-30,AST,AST,,,4.00,1080,No Break,,,,,,006Nz00000BzVmzIAF,222753105001
800Nz00000EJV03IAH,222753015001,0054J000004vXOaQAM,001Nz00000Ca2ncIAB,012Pv0000027CJSIA2,a1GNz0000000wK9MAI,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,1110,No Break,,,,,,006Nz00000CIyA5IAL,222753015001
800Nz00000EJcPhIAL,222760003002,0054J000004vXOqQAM,001Nz00000C6qLBIAZ,012Pv0000027CJSIA2,a1GNz0000000zrVMAQ,Activated,2024-07-24,2025-07-23,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000CVKTNIA5,222760003002
800Nz00000EJg5AIAT,222760004002,0054J000004vXOqQAM,001Nz00000Aa7zjIAB,012Pv0000027CJSIA2,a1GNz0000000zwLMAQ,Activated,2024-06-21,2025-06-20,Licence,Parking Licence,,,0.00,0,No Break,,,,,,006Nz00000CsHplIAF,222760004002
800Nz00000EJi6vIAD,222758053002,0054J000004vXOqQAM,001Nz000008FVGdIAO,012Pv0000027CJSIA2,a1GNz00000011DPMAY,Activated,2024-06-26,2025-06-25,AST,AST,,,4.00,1315,2 at 4 to expire at 6,,,,,,006Nz0000081xavIAA,222758053002
800Nz00000EK3ugIAD,222753092001,0054J000004vXOqQAM,001Nz00000CPuXxIAL,012Pv0000027CJSIA2,a1GNz0000000wC7MAI,Activated,2024-06-22,2025-06-21,AST,AST,,,4.00,900,2 at 4 to expire at 6,,,,,,006Nz00000C991yIAB,222753092001
800Nz00000EKNLQIA5,222753092001,0054J000004vXOqQAM,001Nz00000CPuXxIAL,012Pv0000027CJSIA2,a1GNz0000000wC7MAI,Draft,2024-06-22,2025-06-21,AST,AST,,,4.00,900,2 at 4 to expire at 6,,,,,,006Nz00000C991yIAB,222753092001
800Nz000001kT0AIAU,222624007004,0054J000004vXPGQA2,001Nz000009c1cDIAQ,012Pv0000027CJSIA2,a1G4J0000025yKWUAY,Activated,2023-09-27,2024-09-26,AST,AST,,,6.00,1470,No Break,,,,,,006Nz000001MLy5IAG,222624007004
800Nz00000A8sVJIAZ,222664068004,0058d0000034SvqAAE,001Nz000008Slc5IAC,012Pv0000027CJSIA2,a1G4J000004juw7UAA,Activated,2024-04-01,2025-03-31,AST,AST,,,4.00,1975,No Break,,,,,,006Nz000008F26XIAS,222664068004
800Nz00000AcfR6IAJ,222640077005,0058d0000034SvqAAE,001Nz000008N4MUIA0,012Pv0000027CJSIA2,a1G4J0000025yraUAA,Activated,2024-05-13,2024-11-12,Licence,Parking Licence,,,6.00,0,Renewal 1 month,,,,,,006Nz000008kQapIAE,222640077005
800Nz00000BGuw6IAD,222788045001,0054J000004vXOqQAM,001Nz00000AWbJdIAL,,a1GNz0000019GzRMAU,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1945,No Break,,,,,,006Nz00000AGSPDIA5,222788045001
800Nz00000BH0riIAD,222788185001,0054J000004vXOqQAM,001Nz00000AJUMUIA5,,a1GNz0000019IunMAE,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1265,No Break,,,,,,006Nz00000A3GqcIAF,222788185001
800Nz00000BYLYOIA5,222758087001,0054J000005JWtDQAW,001Nz0000090dlpIAA,012Pv0000027CJSIA2,a1GNz00000010ysMAA,Activated,2024-05-02,2024-11-01,AST,AST,,,4.00,1290,No Break,,,,,,006Nz000008lJsFIAU,222758087001
800Nz00000BgTImIAN,222788085001,0054J000004vXOqQAM,001Nz00000Aa44EIAR,012Pv0000027CJSIA2,a1GNz0000019FbyMAE,Activated,2024-06-10,2025-06-09,AST,AST,,,4.00,1895,No Break,,,,,,006Nz00000AKwmuIAD,222788085001
800Nz00000CKVyWIAX,222666183005,0058d0000034SvqAAE,001Nz00000AzZMWIA3,012Pv0000027CJSIA2,a1G4J000004jyrzUAA,Activated,2024-05-24,2025-05-23,AST,AST,,,4.00,1205,No Break,,,,,,006Nz00000AjJDeIAN,222666183005
800Nz00000CPKflIAH,418538007006,0058d000004DOMXAA4,001Nz00000BVFMDIA5,012Pv0000027CJSIA2,a1G4J0000025ze3UAA,Activated,2024-05-18,2025-05-17,AST,AST,,,4.00,1025,2 at 4 to expire at 6,,"St Anne’s Water Re-Charge

For any Premises without a separate or individual water meter, you agree to pay such amount as is specified by the Southern Water Assessed Household Charge as is relevant for the size of the Premises. Such annual sum is to be split into monthly instalments and paid during the tenancy term by the same method and on the same dates as the Rent is paid under the terms of this Lease. For the avoidance of doubt, this sum is an amount which must be paid in addition to the Rent. We reserve the right to increase or decrease the payments required under this clause in the event that there are any changes to the Southern Water Assessed Household Charge. If we decide to do this, we will serve you with 30 days written notice of our decision and you agree to pay the new amount from the next date upon which the rent is due after 30 days written notice has been served upon you. In the event that the Southern Water Assessed Water Household Charge ceases to exist, the parties will seek to agree an alternative means to settle water charges at the property.",,,,006Nz00000BEnKHIA1,418538007006
800Nz00000CVVbrIAH,222683001003,0058d0000034SvqAAE,001Nz00000BXp74IAD,012Pv0000027CJSIA2,a1G8d0000004XbnEAE,Activated,2024-05-29,2026-05-28,AST,AST,,,4.00,1315,2 at 10 to expire at 12,,,,,,006Nz00000BHEufIAH,222683001003
800Nz00000CVZndIAH,222659085005,0058d0000034SvqAAE,001Nz00000B7A1TIAV,012Pv0000027CJSIA2,a1G4J0000025yh3UAA,Activated,2024-06-04,2025-06-03,AST,AST,,,4.00,1580,2 at 10 to expire at 12,,,,,,006Nz00000Aqm4PIAR,222659085005
800Nz00000CVs5SIAT,222758086001,0054J000005JWtDQAW,001Nz00000BJGcGIAX,012Pv0000027CJSIA2,a1GNz000000126EMAQ,Activated,2024-06-01,2025-05-31,AST,AST,,,4.00,1305,No Break,,,,,,006Nz00000B2avbIAB,222758086001
800Nz00000CWBzPIAX,222683077003,0058d0000034SvqAAE,001Nz00000AyKCdIAN,012Pv0000027CJSIA2,a1G8d0000004XgiEAE,Activated,2024-05-28,2026-05-27,AST,AST,,,4.00,1300,2 at 10 to expire at 12,,,,,,006Nz00000AiBy6IAF,222683077003
800Nz00000CYY6pIAH,222683194002,0058d0000034SvqAAE,001Nz00000AorRZIAZ,012Pv0000027CJSIA2,a1G8d0000004Xa1EAE,Activated,2024-06-15,2026-06-14,AST,AST,,,4.00,1910,2 at 10 to expire at 12,,,,,,006Nz00000AYXbqIAH,222683194002
800Nz00000CYqN8IAL,222624042004,0058d0000034SvqAAE,001Nz00000BM72vIAD,012Pv0000027CJSIA2,a1G4J0000025y5IUAQ,Activated,2024-05-23,2025-05-22,AST,AST,,,4.00,1910,No Break,,,,,,006Nz00000B5OZdIAN,222624042004
800Nz00000CZ5cHIAT,222623040005,0054J000004vXOqQAM,001Nz00000BWykJIAT,012Pv0000027CJSIA2,a1G4J0000025ysfUAA,Activated,2024-05-28,2025-05-27,AST,AST,,,4.00,1940,2 at 4 to expire at 6,,,,,,006Nz00000BGQhoIAH,222623040005
800Nz00000CZ8OpIAL,222792199001,0054J000004vXOqQAM,001Nz00000BJ69pIAD,012Pv0000027CJSIA2,a1GNz000001HRhZMAW,Activated,2024-05-30,2025-05-29,AST,AST,,,0.00,1175,No Break,,,,,,006Nz00000B2Qg1IAF,222792199001
800Nz00000DQjAGIA1,222522002004,0054J000004vXOaQAM,001Nz00000BuXasIAF,012Pv0000027CJSIA2,a1G4J0000025yFdUAI,Activated,2024-06-21,2025-06-20,AST,AST,,,4.00,890,No Break,,,,,,006Nz00000BdLBAIA3,222522002004
800Nz00000DWdemIAD,122486099005,0058d000004DOMXAA4,001Nz00000A9cEsIAJ,012Pv0000027CJSIA2,a1G4J0000025wyOUAQ,Activated,2024-06-14,2024-12-13,AST,AST,,,4.00,1600,No Break,,,,,,006Nz000009tg4gIAA,122486099005
800Nz00000E3WI1IAN,222758319001,0054J000005JWtDQAW,001Nz00000CMzKTIA1,012Pv0000027CJSIA2,a1GNz00000016GHMAY,Activated,2024-06-18,2025-06-17,AST,AST,,,4.00,1080,No Break,,,,,,006Nz00000C65hHIAR,222758319001
800Nz00000EGcm2IAD,222749266001,0054J000004vXOqQAM,001Nz00000Cppw6IAB,012Pv0000027CJSIA2,a1GNz0000000a9yMAA,Activated,2024-06-29,2025-06-28,Occupation Contract,Occupation Contract,,,4.00,1300,No Break,,,,,,006Nz00000CYa2BIAT,222749266001
800Nz000009lbqAIAQ,222664068004,0058d0000034SvqAAE,001Nz000008Slc5IAC,012Pv0000027CJSIA2,a1G4J000004juw7UAA,Draft,2024-03-29,2025-03-28,AST,AST,,,4.00,1975,No Break,,,,,,006Nz000008F26XIAS,222664068004
800Nz00000BdKi5IAF,122486099005,0054J000005JWtDQAW,001Nz00000A9cEsIAJ,012Pv0000027CJSIA2,a1G4J0000025wyOUAQ,Draft,2024-06-07,2024-12-06,AST,AST,,,4.00,1600,No Break,,,,,,006Nz000009tg4gIAA,122486099005
800Nz00000AKPxOIAX,222676016005,0054J000004vXOqQAM,001Nz000009alG9IAI,012Pv0000027CJSIA2,a1G8d0000004D7pEAE,Draft,2024-04-01,2025-03-31,AST,AST,,,4.00,1250,No Break,,,,,,006Nz000009Kiu9IAC,222676016005
800Nz00000B6AKxIAN,222683011002,0054J000004vXOaQAM,001Nz000008vrO4IAI,,a1G8d0000004XcREAU,Draft,2024-04-15,2025-04-14,AST,AST,,,4.00,1225,No Break,,,,,,006Nz000008gl9FIAQ,222683011002
800Nz00000BF179IAD,222686098003,0054J000005JWtDQAW,001Nz00000A6ZjhIAF,,a1G8d0000004cALEAY,Draft,2024-04-19,2025-04-18,AST,AST,,,4.00,1100,No Break,,,,,,006Nz00000AGVlHIAX,222686098003
800Nz00000BPQfKIAX,222639059004,0058d0000034SvqAAE,001Nz00000AWe9UIAT,012Pv0000027CJSIA2,a1G4J0000025zNdUAI,Draft,2024-04-23,2025-04-22,AST,AST,,,6.00,1675,No Break,,,,,,006Nz00000AGZbxIAH,222639059004
800Nz00000BiYKyIAN,222631017003,0058d0000034SvqAAE,001Nz000009GSrDIAW,012Pv0000027CJSIA2,a1G4J0000025yoJUAQ,Draft,2024-06-03,2025-06-02,Licence,Parking Licence,,,6.00,0,No Break,,,,,,006Nz000009yd4cIAA,222631017003
800Nz00000DWMrAIAX,222749088003,0054J000004vXOqQAM,001Nz0000095yzFIAQ,012Pv0000027CJSIA2,a1GNz0000000amgMAA,Draft,2024-06-21,2025-06-20,Occupation Contract,Occupation Contract,,,4.00,960,No Break,,,,,,006Nz000008qXUjIAM,222749088003
800Nz00000DehbcIAB,222606005003,0058d000004DOMXAA4,001Nz00000B7LnoIAF,012Pv0000027CJSIA2,a1G4J0000025xe1UAA,Draft,2024-06-11,2025-06-10,AST,AST,,,4.00,1150,No Break,,,,,,006Nz00000Aqul9IAB,222606005003
