"pms_reference","opportunity_id","opportunity_agreement_type","tenancy_agreement_type"
"222668019003","0068d000005xtYiAAI","Parking Licence","Licence"
"222668019003","0068d00000CrrygAAB","Parking Licence","Licence"
"222668019003","006Nz000009Z7BHIA0","Parking Licence","Licence"
"222668019003","006Nz00000REyjBIAT","Parking Licence","Licence"
"222668020003","006Nz000001vhqvIAA","Parking Licence","Licence"
"222668020003","006Nz00000DB9baIAD","Parking Licence","Licence"
"222668024002","0068d000006ZE5KAAW","Parking Licence","Licence"
"222668024002","0068d00000CsYKtAAN","Parking Licence","Licence"
"222668024002","006Nz000009WRbGIAW","Parking Licence","Licence"
"222668024002","006Nz00000RB73ZIAT","Parking Licence","Licence"
"222668027002","0068d000009g4RrAAI","Parking Licence","Licence"
"222668027002","006Nz000000cJuUIAU","Parking Licence","Licence"
"222668027002","006Nz00000DFZHyIAP","Parking Licence","Licence"
"222668031003","006Nz000001vaxRIAQ","Parking Licence","Licence"
"222668031003","006Nz00000ASE7sIAH","Parking Licence","Licence"
"222668031003","006Nz00000Byc9MIAR","Parking Licence","Licence"
"222668031003","006Nz00000UFnP1IAL","Parking Licence","Licence"
"222668032004","0068d00000CtSBnAAN","Parking Licence","Licence"
"222668032004","006Nz000008cqcXIAQ","Parking Licence","Licence"
"222668032004","006Nz00000Q6q8IIAR","Parking Licence","Licence"
"222668037003","006Nz00000453PcIAI","Parking Licence","Licence"
"222668037003","006Nz000009LhuPIAS","Parking Licence","Licence"
"222668037003","006Nz00000F8UQ5IAN","Parking Licence","Licence"
"222668045001","0068d000003r5vwAAA","Parking Licence","Licence"
"222668045001","0068d000009hiwbAAA","Parking Licence","Licence"
"222668045001","006Nz000002xToAIAU","Parking Licence","Licence"
"222668045001","006Nz00000JgyBJIAZ","Parking Licence","Licence"
"222668047001","0068d000002cbqeAAA","Parking Licence","Licence"
"222668047001","0068d000009iTX5AAM","Parking Licence","Licence"
"222668047001","006Nz000000cGVHIA2","Parking Licence","Licence"
"222668047001","006Nz00000CwVfqIAF","Parking Licence","Licence"
"222668048002","0068d0000038jyPAAQ","Parking Licence","Licence"
"222668048002","0068d000009fNVSAA2","Parking Licence","Licence"
"222668048002","006Nz00000202iGIAQ","Parking Licence","Licence"
"222668048002","006Nz00000Ge7RNIAZ","Parking Licence","Licence"
"222668052001","0068d00000371jCAAQ","Parking Licence","Licence"
"222668052001","0068d000009iTlvAAE","Parking Licence","Licence"
"222668052001","006Nz000002hhOsIAI","Parking Licence","Licence"
"222668052001","006Nz00000JHMFlIAP","Parking Licence","Licence"
"222668054002","0068d000009evJQAAY","Parking Licence","Licence"
"222668054002","006Nz000001Ur7xIAC","Parking Licence","Licence"
"222668054002","006Nz00000DkS2LIAV","Parking Licence","Licence"
"222668060002","0068d00000Cs7PbAAJ","Parking Licence","Licence"
"222668060002","006Nz000008kg65IAA","Parking Licence","Licence"
"222668060002","006Nz00000PFCfLIAX","Parking Licence","Licence"
"222668063002","0068d00000F4jGnAAJ","Parking Licence","Licence"
"222668063002","006Nz00000OsucAIAR","Parking Licence","Licence"
"222668064003","0068d00000F5lRYAAZ","Parking Licence","Licence"
"222668064003","006Nz000006Ds3JIAS","Parking Licence","Licence"
"222668064003","006Nz0000081C7eIAE","Parking Licence","Licence"
"222668064003","006Nz00000PMDeZIAX","Parking Licence","Licence"
"222668068002","0068d00000Cs7P7AAJ","Parking Licence","Licence"
"222668068002","006Nz000006z0BBIAY","Parking Licence","Licence"
"222668068002","006Nz00000O9ZC5IAN","Parking Licence","Licence"
"222668069003","0068d000008ZZ41AAG","Parking Licence","Licence"
"222668069003","006Nz000001h1ZmIAI","Parking Licence","Licence"
"222668069003","006Nz00000BGSmqIAH","Parking Licence","Licence"
"222668070002","0068d000008U09xAAC","Parking Licence","Licence"
"222668070002","0068d00000Cs6riAAB","Parking Licence","Licence"
"222668070002","006Nz00000ALdlPIAT","Parking Licence","Licence"
"222668070002","006Nz00000RtoZRIAZ","Parking Licence","Licence"
"222676015004","006Nz0000027d8bIAA","AST","Non-Housing (Company)"
"222676035001","0068d000002cXplAAE","AST","Non-Housing (Company)"
"222676035001","0068d0000038uyAAAQ","AST","Non-Housing (Company)"
"222676057001","0068d000002cXskAAE","AST","Non-Housing (Company)"
"222676063001","0068d000002cXtYAAU","AST","Non-Housing (Company)"
"222677066001","0068d000002cXtxAAE","AST","Non-Housing (Company)"
"222685001001","0068d000003tmWUAAY","Parking Licence","Licence"
"222685001001","0068d00000BKxuxAAD","Parking Licence","Licence"
"222685001001","006Nz000007L7llIAC","Parking Licence","Licence"
"222685001001","006Nz00000ObZnSIAV","Parking Licence","Licence"
"222685006003","006Nz000000rxgJIAQ","Parking Licence","Licence"
"222685006003","006Nz00000CqrB2IAJ","Parking Licence","Licence"
"222685006003","006Nz00000ShTTIIA3","Parking Licence","Licence"
"222685009003","006Nz0000026LINIA2","Parking Licence","Licence"
"222685009003","006Nz000009FxW2IAK","Parking Licence","Licence"
"222685009003","006Nz00000DJ9BwIAL","Parking Licence","Licence"
"222685011002","0068d000004eUJWAA2","Parking Licence","Licence"
"222685011002","0068d00000CsQdOAAV","Parking Licence","Licence"
"222685011002","006Nz000005GJWvIAO","Parking Licence","Licence"
"222685011002","006Nz00000DB1XZIA1","Parking Licence","Licence"
"222685011002","006Nz00000UFpc9IAD","Parking Licence","Licence"
"222685017002","0068d000009hpZJAAY","Parking Licence","Licence"
"222685017002","006Nz000002rDXTIA2","Parking Licence","Licence"
"222685017002","006Nz00000EpSOoIAN","Parking Licence","Licence"
"222685018003","006Nz000000rtb5IAA","Parking Licence","Licence"
"222685018003","006Nz00000AFN7UIAX","Parking Licence","Licence"
"222685018003","006Nz00000S9VZDIA3","Parking Licence","Licence"
"222685019001","0068d000003tmXXAAY","Parking Licence","Licence"
"222685019001","006Nz000000gVSQIA2","Parking Licence","Licence"
"222685041002","0068d00000CqubXAAR","Parking Licence","Licence"
"222685041002","006Nz000005ws2DIAQ","Parking Licence","Licence"
"222685041002","006Nz00000N75SRIAZ","Parking Licence","Licence"
"222685047002","0068d00000BKnigAAD","Parking Licence","Licence"
"222685047002","006Nz000005rlPWIAY","Parking Licence","Licence"
"222685047002","006Nz00000N2pNrIAJ","Parking Licence","Licence"
"222685048002","006Nz000000V6sLIAS","Parking Licence","Licence"
"222685048002","006Nz000009R1zJIAS","Parking Licence","Licence"
"222685048002","006Nz00000R2oSkIAJ","Parking Licence","Licence"
"222685051001","0068d0000066A57AAE","Parking Licence","Licence"
"222685051001","0068d00000Cqm0LAAR","Parking Licence","Licence"
"222685051001","006Nz000008ePYdIAM","Parking Licence","Licence"
"222685051001","006Nz00000Q8JhfIAF","Parking Licence","Licence"
"222685056003","006Nz0000026Q3VIAU","Parking Licence","Licence"
"222685056003","006Nz000008K2AtIAK","Parking Licence","Licence"
"222685056003","006Nz00000GA4yoIAD","Parking Licence","Licence"
"222685064002","006Nz000000zYBGIA2","Parking Licence","Licence"
"222685064002","006Nz000008aMsOIAU","Parking Licence","Licence"
"222685064002","006Nz00000AQxM4IAL","Parking Licence","Licence"
"222685064002","006Nz00000QvK34IAF","Parking Licence","Licence"
"222689001002","006Nz000000eceVIAQ","Parking Licence","Licence"
"222689001002","006Nz00000AcdTjIAJ","Parking Licence","Licence"
"222689001002","006Nz00000SYkLPIA1","Parking Licence","Licence"
"222689002004","006Nz000002ZY8wIAG","Parking Licence","Licence"
"222689002004","006Nz0000070WiaIAE","Parking Licence","Licence"
"222689002004","006Nz00000DhWaUIAV","Parking Licence","Licence"
"222689003003","006Nz000004Q1JBIA0","Parking Licence","Licence"
"222689003003","006Nz0000061JOhIAM","Parking Licence","Licence"
"222689003003","006Nz00000FKfJKIA1","Parking Licence","Licence"
"222689005002","0068d000009hMqDAAU","Parking Licence","Licence"
"222689005002","006Nz0000026scXIAQ","Parking Licence","Licence"
"222689005002","006Nz00000ESb9yIAD","Parking Licence","Licence"
"222689007001","0068d000009fm0YAAQ","Parking Licence","Licence"
"222689007001","006Nz000000gUpnIAE","Parking Licence","Licence"
"222689007001","006Nz00000DCm7wIAD","Parking Licence","Licence"
"222689009002","006Nz000001MBnSIAW","Parking Licence","Licence"
"222689009002","006Nz00000CqJL6IAN","Parking Licence","Licence"
"222689014001","0068d000009Fav7AAC","Parking Licence","Licence"
"222689014001","006Nz000000gTKBIA2","Parking Licence","Licence"
"222689014001","006Nz00000IXzX2IAL","Parking Licence","Licence"
"222689016001","0068d000009hkadAAA","Parking Licence","Licence"
"222689016001","006Nz000000gUhfIAE","Parking Licence","Licence"
"222689016001","006Nz00000CySKQIA3","Parking Licence","Licence"
"222689020001","0068d000009hhIqAAI","Parking Licence","Licence"
"222689020001","006Nz000002TNJUIA4","Parking Licence","Licence"
"222689021001","006Nz000000wbgmIAA","Parking Licence","Licence"
"222689021001","006Nz000007OjzIIAS","Parking Licence","Licence"
"222689021001","006Nz00000ECcOiIAL","Parking Licence","Licence"
"222689022002","0068d00000F5rdfAAB","Parking Licence","Licence"
"222689022002","006Nz000007YTBpIAO","Parking Licence","Licence"
"222689022002","006Nz00000OnmlpIAB","Parking Licence","Licence"
"222689025001","0068d000009hNanAAE","Parking Licence","Licence"
"222689025001","006Nz000007P0NOIA0","Parking Licence","Licence"
"222689025001","006Nz00000EVNurIAH","Parking Licence","Licence"
"222689026001","0068d000009guDmAAI","Parking Licence","Licence"
"222689026001","006Nz0000026ovUIAQ","Parking Licence","Licence"
"222689026001","006Nz00000DthCHIAZ","Parking Licence","Licence"
"222689027002","006Nz000000wsfyIAA","Parking Licence","Licence"
"222689027002","006Nz00000ASE8AIAX","Parking Licence","Licence"
"222689027002","006Nz00000SOuvNIAT","Parking Licence","Licence"
"222689028002","0068d00000Ct9V5AAJ","Parking Licence","Licence"
"222689028002","006Nz000006BynMIAS","Parking Licence","Licence"
"222689028002","006Nz00000NL7nkIAD","Parking Licence","Licence"
"222697019001","006Nz000004Box1IAC","Parking Licence","Licence"
"222697019001","006Nz00000FETkjIAH","Parking Licence","Licence"
"222697020001","006Nz000002yD2tIAE","Parking Licence","Licence"
"222697020001","006Nz00000Evd4yIAB","Parking Licence","Licence"
"222697021001","006Nz000005VJWZIA4","Parking Licence","Licence"
"222697021001","006Nz00000INTbiIAH","Parking Licence","Licence"
"222697024001","006Nz000002yFvvIAE","Parking Licence","Licence"
"222697024001","006Nz00000Dzz93IAB","Parking Licence","Licence"
"222697026001","006Nz000003kkZEIAY","Parking Licence","Licence"
"222697026001","006Nz00000GA6EEIA1","Parking Licence","Licence"
"222697027001","006Nz000002ms3NIAQ","Parking Licence","Licence"
"222697027001","006Nz00000DhWaYIAV","Parking Licence","Licence"
"222697030001","006Nz000002e475IAA","Parking Licence","Licence"
"222697030001","006Nz00000Eg5XwIAJ","Parking Licence","Licence"
"222697034001","006Nz000005IB5OIAW","Parking Licence","Licence"
"222697034001","006Nz00000D4nU6IAJ","Parking Licence","Licence"
"222697034001","006Nz00000Tsk3cIAB","Parking Licence","Licence"
"222697091001","006Nz000003IcoIIAS","Parking Licence","Licence"
"222697091001","006Nz00000EAsPHIA1","Parking Licence","Licence"
"222697092001","006Nz000003IZ8uIAG","Parking Licence","Licence"
"222697092001","006Nz00000EAsPKIA1","Parking Licence","Licence"
"222697094001","006Nz000003IVYRIA4","Parking Licence","Licence"
"222697094001","006Nz00000EAsPIIA1","Parking Licence","Licence"
"222697095001","006Nz000005CRJNIA4","Parking Licence","Licence"
"222697095001","006Nz00000GcQyAIAV","Parking Licence","Licence"
"222700004001","006Nz00000EAsPEIA1","AST","Non-Housing (Company)"
"222700010001","006Nz00000EAsPFIA1","AST","Non-Housing (Company)"
"222700016001","006Nz00000EAsPGIA1","AST","Non-Housing (Company)"
"222700022001","006Nz00000ECcOeIAL","AST","Non-Housing (Company)"
"222708239002","006Nz000005agxMIAQ","AST","Non-Housing (Company)"
"222710025001","006Nz000001plMIIAY","Parking Licence","Licence"
"222710025001","006Nz000007GrBFIA0","Parking Licence","Licence"
"222710025001","006Nz00000OUa9yIAD","Parking Licence","Licence"
"222710026001","006Nz000001XBaSIAW","Parking Licence","Licence"
"222710026001","006Nz00000D4cLlIAJ","Parking Licence","Licence"
"222710026001","006Nz00000SzPSsIAN","Parking Licence","Licence"
"222710028001","0068d000009iQo5AAE","Parking Licence","Licence"
"222710028001","006Nz0000021NJPIA2","Parking Licence","Licence"
"222710028001","006Nz00000Ge7RaIAJ","Parking Licence","Licence"
"222710042001","0068d00000CrubEAAR","Parking Licence","Licence"
"222710042001","006Nz000005Rt8tIAC","Parking Licence","Licence"
"222710042001","006Nz00000Me6DMIAZ","Parking Licence","Licence"
"222710047001","0068d00000BL41VAAT","Parking Licence","Licence"
"222710047001","006Nz00000Kl3bdIAB","Parking Licence","Licence"
"222710048001","0068d00000CqmHlAAJ","Parking Licence","Licence"
"222710048001","006Nz000004XzltIAC","Parking Licence","Licence"
"222710048001","006Nz00000Lj1yWIAR","Parking Licence","Licence"
"222710049001","006Nz000000tbtOIAQ","Parking Licence","Licence"
"222710049001","006Nz000009TjBNIA0","Parking Licence","Licence"
"222710049001","006Nz00000R7dumIAB","Parking Licence","Licence"
"222710053001","0068d000009i4qCAAQ","Parking Licence","Licence"
"222710053001","006Nz000002yVr1IAE","Parking Licence","Licence"
"222710069003","0068d00000CtRrYAAV","Parking Licence","Licence"
"222710069003","006Nz000004PXRfIAO","Parking Licence","Licence"
"222710069003","006Nz00000LYdnmIAD","Parking Licence","Licence"
"222710070001","0068d00000BJETOAA5","Parking Licence","Licence"
"222710070001","006Nz000006ATF5IAO","Parking Licence","Licence"
"222710070001","006Nz00000NIUVlIAP","Parking Licence","Licence"
"222710074001","0068d00000F6Au0AAF","Parking Licence","Licence"
"222710074001","006Nz000007UJauIAG","Parking Licence","Licence"
"222710074001","006Nz00000OiLZQIA3","Parking Licence","Licence"
"222710077001","0068d00000BHfeQAAT","Parking Licence","Licence"
"222710077001","006Nz00000202itIAA","Parking Licence","Licence"
"222710077001","006Nz00000Ge7RYIAZ","Parking Licence","Licence"
"222710078001","0068d00000BHfggAAD","Parking Licence","Licence"
"222710078001","006Nz00000202iuIAA","Parking Licence","Licence"
"222710078001","006Nz00000GcQurIAF","Parking Licence","Licence"
"222710085001","0068d00000BHgCDAA1","Parking Licence","Licence"
"222710085001","006Nz00000202ivIAA","Parking Licence","Licence"
"222710085001","006Nz00000GcQusIAF","Parking Licence","Licence"
"222710086001","0068d00000BHgEJAA1","Parking Licence","Licence"
"222710086001","006Nz00000202iwIAA","Parking Licence","Licence"
"222710086001","006Nz00000GcQutIAF","Parking Licence","Licence"
"222710090001","0068d00000BL4GSAA1","Parking Licence","Licence"
"222710090001","006Nz00000Kl3beIAB","Parking Licence","Licence"
"222710091001","0068d000009i7HyAAI","Parking Licence","Licence"
"222710091001","006Nz000002rMfkIAE","Parking Licence","Licence"
"222710091001","006Nz00000G2z31IAB","Parking Licence","Licence"
"222710092001","0068d000009iQr4AAE","Parking Licence","Licence"
"222710092001","006Nz000002KRZQIA4","Parking Licence","Licence"
"222710092001","006Nz00000IWsnlIAD","Parking Licence","Licence"
"222710100001","0068d00000F4w3TAAR","AST","Licence"
"222710100001","006Nz000007GrBEIA0","Parking Licence","Licence"
"222710100001","006Nz00000GPztfIAD","Parking Licence","Licence"
"222710100001","006Nz00000RIIvGIAX","Parking Licence","Licence"
"222710106001","006Nz0000018sCLIAY","Parking Licence","Licence"
"222710106001","006Nz000009xbVCIAY","Parking Licence","Licence"
"222710106001","006Nz00000RqJbkIAF","Parking Licence","Licence"
"222710116001","006Nz000001YM0jIAG","Parking Licence","Licence"
"222710116001","006Nz000008cqcjIAA","Parking Licence","Licence"
"222710116001","006Nz00000Q6q8KIAR","Parking Licence","Licence"
"222710117001","0068d000009iXv8AAE","Parking Licence","Licence"
"222710117001","006Nz000002oP5RIAU","Parking Licence","Licence"
"222710117001","006Nz00000JQH7UIAX","Parking Licence","Licence"
"222710121002","0068d00000Cu49DAAR","Parking Licence","Licence"
"222710121002","006Nz000006lSPHIA2","Parking Licence","Licence"
"222710121002","006Nz00000NufQ1IAJ","Parking Licence","Licence"
"222710122001","0068d00000Ct3JnAAJ","Parking Licence","Licence"
"222710122001","006Nz0000064rfTIAQ","Parking Licence","Licence"
"222710122001","006Nz00000NGR0oIAH","Parking Licence","Licence"
"222710126001","0068d00000CsJuoAAF","Parking Licence","Licence"
"222710126001","006Nz000005uZmlIAE","Parking Licence","Licence"
"222710126001","006Nz00000N2pNvIAJ","Parking Licence","Licence"
"222710127002","0068d00000CsvfkAAB","Parking Licence","Licence"
"222710127002","006Nz00000677kuIAA","Parking Licence","Licence"
"222710127002","006Nz00000NIUVfIAP","Parking Licence","Licence"
"222710133001","0068d000009iqS5AAI","Parking Licence","Licence"
"222710133001","006Nz00000G6olkIAB","Parking Licence","Licence"
"222710134001","0068d00000CsTOVAA3","Parking Licence","Licence"
"222710134001","006Nz00000692dhIAA","Parking Licence","Licence"
"222710134001","006Nz00000NIUVkIAP","Parking Licence","Licence"
"222710139001","006Nz000000kTGjIAM","Parking Licence","Licence"
"222710139001","006Nz000006z0BDIAY","Parking Licence","Licence"
"222710139001","006Nz00000O83kZIAR","Parking Licence","Licence"
"222710140001","0068d00000Ct3H3AAJ","Parking Licence","Licence"
"222710140001","006Nz0000064rfRIAQ","Parking Licence","Licence"
"222710140001","006Nz00000NGR0mIAH","Parking Licence","Licence"
"222710143001","0068d00000Cqi9pAAB","Parking Licence","Licence"
"222710143001","006Nz000004aqxKIAQ","Parking Licence","Licence"
"222710143001","006Nz00000LpsvAIAR","Parking Licence","Licence"
"222710144001","0068d00000Cqi9fAAB","Parking Licence","Licence"
"222710144001","006Nz000004aqxJIAQ","Parking Licence","Licence"
"222710144001","006Nz00000Lpsv9IAB","Parking Licence","Licence"
"222710159001","006Nz000000vniMIAQ","Parking Licence","Licence"
"222710159001","006Nz000002YmFcIAK","Parking Licence","Licence"
"222710159001","006Nz00000IxA7RIAV","Parking Licence","Licence"
"222710164001","006Nz000005VkSBIA0","Parking Licence","Licence"
"222710164001","006Nz00000IRw5fIAD","Parking Licence","Licence"
"222710165001","006Nz000005Vno1IAC","Parking Licence","Licence"
"222710165001","006Nz00000IRw5gIAD","Parking Licence","Licence"
"222710172001","0068d00000Ct3LtAAJ","Parking Licence","Licence"
"222710172001","006Nz00000677kxIAA","Parking Licence","Licence"
"222710172001","006Nz00000NIUVgIAP","Parking Licence","Licence"
"222739001001","006Nz000001vWM3IAM","Parking Licence","Licence"
"222739006001","006Nz000001pWq9IAE","Parking Licence","Licence"
"222739006001","006Nz00000CLp5FIAT","Parking Licence","Licence"
"222739007001","006Nz0000025TMoIAM","Parking Licence","Licence"
"222739007001","006Nz00000DBBgbIAH","Parking Licence","Licence"
"222739008001","006Nz000001MCWeIAO","Parking Licence","Licence"
"222739008001","006Nz00000Ch2RiIAJ","Parking Licence","Licence"
"222739012001","006Nz000001f67KIAQ","Parking Licence","Licence"
"222739012001","006Nz00000C3ee3IAB","Parking Licence","Licence"
"222739013001","006Nz000001f1NpIAI","Parking Licence","Licence"
"222739013001","006Nz00000BZ155IAD","Parking Licence","Licence"
"222739013001","006Nz00000TopEoIAJ","Parking Licence","Licence"
"222739014001","006Nz000001fBBpIAM","Parking Licence","Licence"
"222739014001","006Nz00000BZ156IAD","Parking Licence","Licence"
"222739014001","006Nz00000TopEpIAJ","Parking Licence","Licence"
"222739015001","006Nz000001h6XpIAI","Parking Licence","Licence"
"222739015001","006Nz00000BrL5VIAV","Parking Licence","Licence"
"222739015001","006Nz00000U8eNJIAZ","Parking Licence","Licence"
"222739021001","006Nz000001miB4IAI","Parking Licence","Licence"
"222739021001","006Nz00000CNTOYIA5","Parking Licence","Licence"
"222739026002","006Nz0000027xdOIAQ","Parking Licence","Licence"
"222739026002","006Nz00000CTxjIIAT","Parking Licence","Licence"
"222739035001","006Nz000004QtUoIAK","Parking Licence","Licence"
"222739035001","006Nz00000Ge6v8IAB","Parking Licence","Licence"
"222739037001","006Nz000002FYZsIAO","Parking Licence","Licence"
"222739037001","006Nz00000DPWGMIA5","Parking Licence","Licence"
"222743003001","006Nz000001bS3FIAU","Parking Licence","Licence"
"222743003001","006Nz00000DBAsbIAH","Parking Licence","Licence"
"222743015001","006Nz000001yiVSIAY","Parking Licence","Licence"
"222743015001","006Nz00000DBAvqIAH","Parking Licence","Licence"
"222743016001","006Nz000002TWUoIAO","Parking Licence","Licence"
"222743016001","006Nz00000DthCKIAZ","Parking Licence","Licence"
"222743017001","006Nz000001bO7dIAE","Parking Licence","Licence"
"222743017001","006Nz00000Bi3cPIAR","Parking Licence","Licence"
"222743017001","006Nz00000TxDLgIAN","Parking Licence","Licence"
"222743022002","006Nz0000047JwYIAU","Parking Licence","Licence"
"222743022002","006Nz00000CTxjMIAT","Parking Licence","Licence"
"222743027001","006Nz000004Bj7fIAC","Parking Licence","Licence"
"222743027001","006Nz00000GcQy1IAF","Parking Licence","Licence"
"222743028001","006Nz000003NvWvIAK","Parking Licence","Licence"
"222743028001","006Nz00000F1vwTIAR","Parking Licence","Licence"
"222756017001","006Nz000004oMpWIAU","Parking Licence","Licence"
"222756017001","006Nz000008cqcnIAA","Parking Licence","Licence"
"222756017001","006Nz00000Knn2nIAB","Parking Licence","Licence"
"222756033001","006Nz000002dpcfIAA","Parking Licence","Licence"
"222756033001","006Nz00000DHJ6dIAH","Parking Licence","Licence"
"222756034001","006Nz000002e4dJIAQ","Parking Licence","Licence"
"222756034001","006Nz00000DHJ6eIAH","Parking Licence","Licence"
"222756037001","006Nz000002ggeQIAQ","Parking Licence","Licence"
"222756037001","006Nz00000DJ9C5IAL","Parking Licence","Licence"
"222756038001","006Nz000002gdqEIAQ","Parking Licence","Licence"
"222756038001","006Nz00000DJ9C4IAL","Parking Licence","Licence"
"222756040001","006Nz000002jKRJIA2","Parking Licence","Licence"
"222756040001","006Nz00000EVKLoIAP","Parking Licence","Licence"
"222760007001","006Nz000003kwldIAA","Parking Licence","Licence"
"222760007001","006Nz00000FETkgIAH","Parking Licence","Licence"
"222760014001","006Nz000003l3C2IAI","Parking Licence","Licence"
"222760014001","006Nz00000EdCZHIA3","Parking Licence","Licence"
"222760015001","006Nz000003uqOqIAI","Parking Licence","Licence"
"222760015001","006Nz00000FBfgmIAD","Parking Licence","Licence"
"222760017001","006Nz000004KDN6IAO","Parking Licence","Licence"
"222760017001","006Nz00000G6qZ8IAJ","Parking Licence","Licence"
"222760021001","006Nz000004WdGtIAK","Parking Licence","Licence"
"222760021001","006Nz00000FKfJLIA1","Parking Licence","Licence"
"222760025001","006Nz000004zYotIAE","Parking Licence","Licence"
"222760025001","006Nz00000D89zVIAR","Parking Licence","Licence"
"222760025001","006Nz00000ShTTNIA3","Parking Licence","Licence"
"222760035001","006Nz000004xE6JIAU","Parking Licence","Licence"
"222760035001","006Nz00000GcQy8IAF","Parking Licence","Licence"
"317351090002","0064J00000DFTJ4QAP","Shed Licence","Licence"
"317351090002","0068d00000BImXoAAL","Shed Licence","Licence"
"317351091004","0064J00000DtQrWQAV","Shed Licence","Licence"
"317351091004","0068d000003tNTEAA2","Shed Licence","Licence"
"317351091004","0068d00000CsuXeAAJ","Shed Licence","Licence"
"317351091004","006Nz000007RPsFIAW","Shed Licence","Licence"
"317351091004","006Nz00000OiLZOIA3","Shed Licence","Licence"
"317351093004","0064J00000DFTCOQA5","Shed Licence","Licence"
"317351093004","0068d00000BImirAAD","Shed Licence","Licence"
"317351094002","0064J00000DFTtwQAH","Shed Licence","Licence"
"317351094002","0068d00000BImm0AAD","Shed Licence","Licence"
"317351097002","0064J00000DFTyfQAH","Shed Licence","Licence"
"317351097002","0068d00000BImo6AAD","Shed Licence","Licence"
"317351098002","0064J00000DFTHqQAP","Shed Licence","Licence"
"317351098002","0068d00000BImrZAAT","Shed Licence","Licence"
"317351099002","0064J00000DFSC8QAP","Shed Licence","Licence"
"317351099002","0068d00000BJMusAAH","Shed Licence","Licence"
"317351100002","0064J00000DFU4iQAH","Shed Licence","Licence"
"317351100002","0068d00000BINlpAAH","Shed Licence","Licence"
"317351100002","006Nz000003nMZ7IAM","Shed Licence","Licence"
"317351100002","006Nz00000Kp8ZfIAJ","Shed Licence","Licence"
"317351101002","0064J00000DFU8bQAH","Shed Licence","Licence"
"317351101002","0068d00000BJMtfAAH","Shed Licence","Licence"
"317351103002","0064J00000DFU5RQAX","Shed Licence","Licence"
"317351103002","0068d00000BIma4AAD","Shed Licence","Licence"
"317351104002","0064J00000DFTozQAH","Shed Licence","Licence"
"317351104002","0068d00000BImfYAAT","Shed Licence","Licence"
"317351105002","0064J00000DFU69QAH","Shed Licence","Licence"
"317351105002","0068d00000BKDxAAAX","Shed Licence","Licence"
"317351139002","0068d000005w23vAAA","Parking Licence","Licence"
"317351139002","0068d00000CrvAKAAZ","Parking Licence","Licence"
"317351139002","006Nz00000BH8itIAD","Shed Licence","Licence"
"317351139002","006Nz00000RtnrqIAB","Shed Licence","Licence"
"317351143001","0064J00000DFTH0QAP","Shed Licence","Licence"
"317351143001","0068d000003qZuWAAU","Shed Licence","Licence"
"317351143001","0068d000009iV6RAAU","Parking Licence","Licence"
"317351143001","006Nz000002ujMMIAY","Parking Licence","Licence"
"317351143001","006Nz00000JaiviIAB","Parking Licence","Licence"
"317351146003","0068d00000BKHLNAA5","Shed Licence","Licence"
"317351147002","0064J00000DtQrgQAF","Shed Licence","Licence"
"317351147002","0068d000003tNT4AAM","Shed Licence","Licence"
"317351147002","006Nz000001H0JCIA0","Shed Licence","Licence"
"317351147002","006Nz00000Of5CTIAZ","Shed Licence","Licence"
"317351149002","0068d000004fbAaAAI","Shed Licence","Licence"
"317351149002","0068d00000BKYDHAA5","Shed Licence","Licence"
"317351149002","006Nz000006X1mfIAC","Shed Licence","Licence"
"317351149002","006Nz00000NPYr9IAH","Shed Licence","Licence"
"317351151001","0064J00000DFTT1QAP","Shed Licence","Licence"
"317351151001","0068d000003qZzJAAU","Shed Licence","Licence"
"317351151001","0068d000009iV09AAE","Parking Licence","Licence"
"317351151001","006Nz000002ujMLIAY","Parking Licence","Licence"
"317351151001","006Nz00000Jdx74IAB","Parking Licence","Licence"
"317351152001","0064J00000DFU4hQAH","Shed Licence","Licence"
"317351152001","0068d00000BIme6AAD","Shed Licence","Licence"
"317351153001","0064J00000DFQtuQAH","Shed Licence","Licence"
"317351153001","0068d0000038NNPAA2","Shed Licence","Licence"
"317351153001","0068d00000BJqb6AAD","Shed Licence","Licence"
"317351154003","0068d000009hsRwAAI","Shed Licence","Licence"
"317355031001","0064J00000DFTQVQA5","Shed Licence","Licence"
"317355031001","0068d00000BIO0qAAH","Shed Licence","Licence"
"317355031001","006Nz000004eNRwIAM","Shed Licence","Licence"
"317355031001","006Nz00000MDCrYIAX","Shed Licence","Licence"
"317355032002","0064J00000DFSr1QAH","Shed Licence","Licence"
"317355032002","0068d00000BLJ4UAAX","Shed Licence","Licence"
"317355033002","0064J00000DFTHcQAP","Shed Licence","Licence"
"317355033002","0068d00000BInhGAAT","Shed Licence","Licence"
"317355033002","006Nz00000AsILOIA3","Shed Licence","Licence"
"317355035002","0068d0000037BITAA2","Shed Licence","Licence"
"317355035002","0068d000003tNS1AAM","Shed Licence","Licence"
"317355035002","0068d00000CsubWAAR","Shed Licence","Licence"
"317355035002","006Nz000007UJapIAG","Shed Licence","Licence"
"317355035002","006Nz00000OlB8nIAF","Shed Licence","Licence"
"317355036001","0064J00000DFSn0QAH","Shed Licence","Licence"
"317355036001","0068d00000BIoCxAAL","Shed Licence","Licence"
"317355036001","006Nz000003nMZIIA2","Shed Licence","Licence"
"317355039001","0064J00000DFTNVQA5","Shed Licence","Licence"
